 ID,DATA E HORA,TQ SUSPENSÃO,VEL_1_RPM, VEL_5_RPM,COZEDOR, TEMP AMOSTRA C°,ASPECTO
2600,9/12/2023 5:30:00 AM,Tanque 1001,145200,40000,Therlet 4,25,OK
2608,9/12/2023 11:33:00 AM,Tanque 1002,124900,40000,Therlet 4,24,OK
2611,9/12/2023 5:26:00 PM,Tanque 1003,117200,44160,Therlet 4,23,OK
2613,9/12/2023 7:33:00 PM,Tanque 1001,112400,34000,Therlet 4,23,OK
2616,9/12/2023 9:37:00 PM,Tanque 1001,114400,36480,Therlet 4,25,OK
2619,9/13/2023 1:00:00 AM,Tanque 1003,150800,40960,Therlet 4,25,OK
2626,9/13/2023 3:30:00 AM,Tanque 1003,126800,32160,Therlet 4,25,OK
2632,9/13/2023 6:33:00 AM,Tanque 1001,117200,34080,Therlet 4,26,OK
2636,9/13/2023 8:37:00 AM,Tanque 1003,140090,40000,Therlet 4,23,OK
2639,9/13/2023 10:38:00 AM,Tanque 1002,117200,35920,Therlet 4,26,OK
2643,9/13/2023 11:35:00 AM,Tanque 1002,123890,37800,Therlet 4,23,OK
2645,9/13/2023 12:33:00 PM,Tanque 1002,132800,39800,Therlet 4,23,OK
2649,9/13/2023 2:45:00 PM,Tanque 1001,114000,35040,Therlet 4,25,OK
2653,9/13/2023 4:55:00 PM,Tanque 1003,132000,40560,Therlet 4,23,OK
2661,9/13/2023 10:30:00 PM,Tanque 1001,138400,40400,Therlet 4,23,OK
2666,9/14/2023 12:30:00 AM,Tanque 1001,127200,38640,Therlet 4,25,OK
2672,9/14/2023 3:30:00 AM,Tanque 1001,134800,41680,Therlet 4,23,OK
2676,9/14/2023 5:29:00 AM,Tanque 1003,147600,42720,Therlet 4,23,OK
2680,9/14/2023 7:32:00 AM,Tanque 1002,128700,36170,Therlet 4,21,OK
2684,9/14/2023 9:40:00 AM,Tanque 1001,120400,36280,Therlet 4,28,OK
2688,9/14/2023 11:30:00 AM,Tanque 1003,132200,38700,Therlet 4,26,OK
2692,9/14/2023 1:29:00 PM,Tanque 1002,124000,38700,Therlet 4,25,OK
2696,9/14/2023 3:45:00 PM,Tanque 1002,131600,40960,Therlet 4,25,OK
2699,9/14/2023 5:32:00 PM,Tanque 1001,138400,40960,Therlet 4,24,OK
2704,9/14/2023 7:34:00 PM,Tanque 1003,128400,39280,Therlet 4,24,OK
2708,9/14/2023 9:50:00 PM,Tanque 1003,132800,39440,Therlet 4,23,OK
2712,9/14/2023 11:30:00 PM,Tanque 1002,141200,41360,Therlet 4,23,OK
2716,9/15/2023 1:30:00 AM,Tanque 1002,145600,38880,Therlet 4,23,OK
2719,9/15/2023 3:28:00 AM,Tanque 1001,125600,37840,Therlet 4,22,OK
2723,9/15/2023 5:31:00 AM,Tanque 1003,130000,38320,Therlet 4,23,OK
2728,9/15/2023 7:30:00 AM,Tanque 1002,125500,37600,Therlet 4,23,OK
2732,9/15/2023 9:30:00 AM,Tanque 1003,132500,33300,Therlet 4,24,OK
2734,9/15/2023 10:31:00 AM,Tanque 1001,123980,37200,Therlet 4,23,OK
2740,9/15/2023 1:30:00 PM,Tanque 1001,126600,32300,Therlet 4,24,OK
2744,9/15/2023 3:40:00 PM,Tanque 1003,124000,34480,Therlet 4,23,OK
2748,9/15/2023 7:43:00 PM,Tanque 1001,149600,43360,Therlet 4,23,OK
2752,9/15/2023 9:40:00 PM,Tanque 1003,150800,43680,Therlet 4,23,OK
2756,9/15/2023 11:30:00 PM,Tanque 1001,151000,44000,Therlet 4,20,OK
2760,9/16/2023 1:35:00 AM,Tanque 1003,126800,37920,Therlet 4,29,OK
2764,9/16/2023 3:30:00 AM,Tanque 1003,141000,42080,Therlet 4,28,OK
2768,9/16/2023 5:30:00 AM,Tanque 1002,125600,37760,Therlet 4,20,OK
2770,9/16/2023 7:30:00 AM,Tanque 1003,116000,35500,Therlet 4,25,OK
2773,9/16/2023 8:30:00 AM,Tanque 1002,130800,36600,Therlet 4,23,OK
2779,9/16/2023 1:30:00 PM,Tanque 1003,132600,36600,Therlet 4,25,OK
2785,9/16/2023 3:46:00 PM,Tanque 1003,124400,38560,Therlet 4,23,OK
2787,9/16/2023 4:47:00 PM,Tanque 1001,130000,38320,Therlet 4,24,OK
2788,9/16/2023 4:54:00 PM,Tanque 1002,129200,41120,Therlet 4,29,OK
2791,9/16/2023 6:41:00 PM,Tanque 1003,138800,40400,Therlet 4,27,OK
2806,9/17/2023 2:31:00 AM,Tanque 1003,126000,37520,Therlet 4,22,OK
2811,9/17/2023 4:29:00 AM,Tanque 1003,149600,40720,Therlet 4,28,OK
2817,9/17/2023 7:30:00 AM,Tanque 1003,125500,35500,Therlet 4,24,OK
2819,9/17/2023 8:33:00 AM,Tanque 1001,128900,35600,Therlet 4,21,OK
2824,9/17/2023 12:30:00 PM,Tanque 1002,129700,38500,Therlet 4,24,OK
2826,9/17/2023 1:32:00 PM,Tanque 1003,119860,36000,Therlet 4,26,OK
2828,9/17/2023 2:33:00 PM,Tanque 1003,133200,39280,Therlet 4,26,OK
2830,9/17/2023 3:33:00 PM,Tanque 1001,128400,38560,Therlet 4,25,OK
2831,9/17/2023 4:27:00 PM,Tanque 1001,114400,37920,Therlet 4,23,OK
2833,9/17/2023 5:28:00 PM,Tanque 1002,130000,38800,Therlet 4,24,OK
2836,9/17/2023 6:40:00 PM,Tanque 1003,135600,40080,Therlet 4,23,OK
2837,9/17/2023 7:30:00 PM,Tanque 1003,129600,39760,Therlet 4,23,OK
2838,9/17/2023 8:30:00 PM,Tanque 1002,136400,40080,Therlet 4,23,OK
2839,9/17/2023 9:30:00 PM,Tanque 1001,132800,41840,Therlet 4,23,OK
2842,9/17/2023 11:30:00 PM,Tanque 1003,144000,39200,Therlet 4,21,OK
2846,9/18/2023 1:30:00 AM,Tanque 1002,150600,45200,Therlet 4,23,OK
2852,9/18/2023 4:31:00 AM,Tanque 1002,122400,38320,Therlet 4,18,OK
2858,9/18/2023 7:30:00 AM,Tanque 1003,123300,37500,Therlet 4,24,OK
2862,9/18/2023 9:30:00 AM,Tanque 1003,130400,37800,Therlet 4,25,OK
2864,9/18/2023 10:31:00 AM,Tanque 1001,121800,34080,Therlet 4,25,OK
2868,9/18/2023 12:30:00 PM,Tanque 1002,125500,34800,Therlet 4,24,OK
2870,9/18/2023 1:32:00 PM,Tanque 1003,123900,34200,Therlet 4,22,OK
2872,9/18/2023 2:33:00 PM,Tanque 1003,145600,42880,Therlet 4,24,OK
2873,9/18/2023 3:30:00 PM,Tanque 1001,130000,38320,Therlet 4,25,OK
2875,9/18/2023 5:30:00 PM,Tanque 1003,128800,37840,Therlet 4,28,OK
2877,9/18/2023 6:33:00 PM,Tanque 1001,131200,38720,Therlet 4,28,OK
2881,9/18/2023 8:23:00 PM,Tanque 1003,139670,41200,Therlet 4,25,OK
2883,9/18/2023 9:34:00 PM,Tanque 1001,139600,40480,Therlet 4,26,OK
2887,9/18/2023 11:17:00 PM,Tanque 1003,124800,38400,Therlet 4,27,OK
2891,9/19/2023 1:33:00 AM,Tanque 1002,146800,44100,Therlet 4,27,OK
2894,9/19/2023 3:30:00 AM,Tanque 1002,132000,40880,Therlet 4,28,OK
2896,9/19/2023 5:30:00 AM,Tanque 1001,111200,38080,Therlet 4,28,OK
2898,9/19/2023 6:30:00 AM,Tanque 1001,115600,36240,Therlet 4,29,OK
2903,9/19/2023 8:37:00 AM,Tanque 1003,133400,37040,Therlet 4,24,OK
2905,9/19/2023 9:30:00 AM,Tanque 1001,131700,34120,Therlet 4,25,OK
2909,9/19/2023 12:35:00 PM,Tanque 1002,135080,36170,Therlet 4,22,OK
2913,9/19/2023 3:00:00 PM,Tanque 1002,125600,41120,Therlet 4,24,OK
2919,9/19/2023 5:35:00 PM,Tanque 1003,134560,37890,Therlet 4,24,OK
2920,9/19/2023 10:16:00 PM,Tanque 1002,130000,38160,Therlet 4,20,OK
2931,9/20/2023 3:30:00 AM,Tanque 1001,114000,35920,Therlet 4,22,OK
2935,9/20/2023 5:30:00 AM,Tanque 1003,142800,39680,Therlet 4,21,OK
2937,9/20/2023 6:28:00 AM,Tanque 1002,134700,35080,Therlet 4,21,OK
2941,9/20/2023 8:34:00 AM,Tanque 1001,121400,39180,Therlet 4,22,OK
2943,9/20/2023 10:31:00 AM,Tanque 1003,132800,35120,Therlet 4,20,OK
2944,9/20/2023 11:30:00 AM,Tanque 1001,121600,35600,Therlet 4,19,OK
2947,9/20/2023 12:37:00 PM,Tanque 1001,134000,35700,Therlet 4,26,OK
2948,9/20/2023 1:40:00 PM,Tanque 1003,119200,37440,Therlet 4,23,OK
2953,9/20/2023 3:42:00 PM,Tanque 1002,130000,39760,Therlet 4,23,OK
2957,9/20/2023 5:37:00 PM,Tanque 1001,136800,41120,Therlet 4,24,OK
2961,9/20/2023 7:41:00 PM,Tanque 1002,136000,39360,Therlet 4,26,OK
2965,9/20/2023 9:35:00 PM,Tanque 1002,122800,37440,Therlet 4,28,OK
2970,9/21/2023 12:40:00 AM,Tanque 1003,132800,40400,Therlet 4,23,OK
2973,9/21/2023 2:30:00 AM,Tanque 1001,136800,40560,Therlet 4,21,OK
2977,9/21/2023 4:30:00 AM,Tanque 1001,152000,40880,Therlet 4,28,OK
2980,9/21/2023 5:30:00 AM,Tanque 1002,136900,40000,Therlet 4,28,OK
2984,9/21/2023 7:43:00 AM,Tanque 1001,113220,35670,Therlet 4,23,OK
2986,9/21/2023 8:36:00 AM,Tanque 1002,112900,36170,Therlet 4,23,OK
2990,9/21/2023 10:30:00 AM,Tanque 1001,122200,36500,Therlet 4,23,OK
2992,9/21/2023 11:30:00 AM,Tanque 1001,126600,37600,Therlet 4,25,OK
2994,9/21/2023 12:40:00 PM,Tanque 1002,141200,40000,Therlet 4,28,OK
3000,9/21/2023 3:35:00 PM,Tanque 1003,123200,37520,Therlet 4,23,OK
3004,9/21/2023 5:31:00 PM,Tanque 1002,131600,38960,Therlet 4,23,OK
3008,9/21/2023 7:32:00 PM,Tanque 1001,126800,38880,Therlet 4,25,OK
3011,9/21/2023 9:35:00 PM,Tanque 1003,128000,38880,Therlet 4,24,OK
3019,9/22/2023 1:33:00 AM,Tanque 1002,129200,39200,Therlet 4,23,OK
3022,9/22/2023 3:30:00 AM,Tanque 1001,134000,39920,Therlet 4,23,OK
3026,9/22/2023 5:36:00 AM,Tanque 1003,155200,43600,Therlet 4,23,OK
3034,9/22/2023 9:30:00 AM,Tanque 1002,127700,28700,Therlet 4,24,OK
3038,9/22/2023 11:30:00 AM,Tanque 1001,130800,36700,Therlet 4,25,OK
3042,9/22/2023 1:30:00 PM,Tanque 1003,130700,36600,Therlet 4,24,OK
3046,9/22/2023 3:38:00 PM,Tanque 1002,133200,39520,Therlet 4,26,OK
3049,9/22/2023 5:20:00 PM,Tanque 1001,128800,38800,Therlet 4,24,OK
3052,9/22/2023 7:29:00 PM,Tanque 1003,128800,37840,Therlet 4,23,OK
3056,9/22/2023 9:30:00 PM,Tanque 1002,131200,39040,Therlet 4,25,OK
3059,9/22/2023 11:31:00 PM,Tanque 1001,132800,39280,Therlet 4,24,OK
3063,9/23/2023 1:35:00 AM,Tanque 1001,144400,42240,Therlet 4,27,OK
3067,9/23/2023 3:30:00 AM,Tanque 1003,124800,38160,Therlet 4,29,OK
3069,9/23/2023 4:30:00 AM,Tanque 1001,129600,38720,Therlet 4,23,OK
3074,9/23/2023 7:30:00 AM,Tanque 1003,132200,32200,Therlet 4,24,OK
3078,9/23/2023 9:34:00 AM,Tanque 1002,134680,38900,Therlet 4,25,OK
3084,9/23/2023 12:30:00 PM,Tanque 1003,131100,37500,Therlet 4,24,OK
3088,9/23/2023 2:45:00 PM,Tanque 1003,138000,42240,Therlet 4,25,OK
3092,9/23/2023 4:54:00 PM,Tanque 1002,135600,40720,Therlet 4,24,OK
3094,9/23/2023 6:28:00 PM,Tanque 1003,129600,37360,Therlet 4,24,OK
3095,9/23/2023 6:51:00 PM,Tanque 1001,132800,41040,Therlet 4,24,OK
3097,9/23/2023 8:30:00 PM,Tanque 1001,135600,39200,Therlet 4,23,OK
3099,9/23/2023 9:38:00 PM,Tanque 1002,143200,41200,Therlet 4,21,OK
3102,9/24/2023 1:35:00 AM,Tanque 1001,147600,41920,Therlet 4,23,OK
3103,9/24/2023 2:30:00 AM,Tanque 1002,147200,42000,Therlet 4,22,OK
3105,9/24/2023 4:30:00 AM,Tanque 1003,144400,41840,Therlet 4,23,OK
3107,9/24/2023 6:30:00 AM,Tanque 1002,122400,32400,Therlet 4,24,OK
3108,9/24/2023 7:30:00 AM,Tanque 1002,126600,33000,Therlet 4,23,OK
3110,9/24/2023 8:30:00 AM,Tanque 1002,126600,34000,Therlet 4,23,OK
3112,9/24/2023 9:30:00 AM,Tanque 1003,133700,35500,Therlet 4,24,OK
3114,9/24/2023 10:30:00 AM,Tanque 1001,129600,36600,Therlet 4,24,OK
3116,9/24/2023 11:34:00 AM,Tanque 1001,134800,37860,Therlet 4,25,OK
3118,9/24/2023 12:30:00 PM,Tanque 1002,137700,36600,Therlet 4,24,OK
3120,9/24/2023 1:30:00 PM,Tanque 1003,133300,36600,Therlet 4,23,OK
3121,9/24/2023 2:47:00 PM,Tanque 1001,128800,38960,Therlet 4,23,OK
3122,9/24/2023 3:30:00 PM,Tanque 1003,132800,39289,Therlet 4,23,OK
3123,9/24/2023 4:45:00 PM,Tanque 1001,121600,37920,Therlet 4,23,OK
3125,9/24/2023 6:30:00 PM,Tanque 1002,126000,38000,Therlet 4,24,OK
3127,9/24/2023 8:30:00 PM,Tanque 1003,129200,41200,Therlet 4,26,OK
3129,9/24/2023 10:30:00 PM,Tanque 1001,122400,38240,Therlet 4,20,OK
3133,9/25/2023 2:30:00 AM,Tanque 1001,143600,42400,Therlet 4,21,OK
3136,9/25/2023 4:30:00 AM,Tanque 1003,128000,39360,Therlet 4,28,OK
3140,9/25/2023 6:32:00 AM,Tanque 1002,134500,36090,Therlet 4,21,OK
3142,9/25/2023 7:30:00 AM,Tanque 1003,126600,34400,Therlet 4,24,OK
3144,9/25/2023 8:30:00 AM,Tanque 1003,131500,37700,Therlet 4,24,OK
3146,9/25/2023 9:36:00 AM,Tanque 1001,133000,33120,Therlet 4,25,OK
3148,9/25/2023 10:29:00 AM,Tanque 1001,132120,35600,Therlet 4,24,OK
3152,9/25/2023 12:30:00 PM,Tanque 1003,133500,36600,Therlet 4,25,OK
3157,9/25/2023 3:30:00 PM,Tanque 1002,125200,38160,Therlet 4,24,OK
3158,9/25/2023 4:30:00 PM,Tanque 1002,129600,37920,Therlet 4,24,OK
3159,9/25/2023 5:30:00 PM,Tanque 1003,130400,39120,Therlet 4,23,OK
3161,9/25/2023 7:30:00 PM,Tanque 1001,137200,49809,Therlet 4,25,OK
3163,9/25/2023 8:32:00 PM,Tanque 1001,134400,39280,Therlet 4,25,OK
3166,9/25/2023 9:32:00 PM,Tanque 1002,137600,40960,Therlet 4,26,OK
3168,9/25/2023 11:30:00 PM,Tanque 1003,142800,40240,Therlet 4,26,OK
3172,9/26/2023 1:35:00 AM,Tanque 1001,144400,40560,Therlet 4,26,OK
3174,9/26/2023 2:30:00 AM,Tanque 1002,144000,41760,Therlet 4,26,OK
3176,9/26/2023 3:30:00 AM,Tanque 1003,143600,40400,Therlet 4,26,OK
3178,9/26/2023 4:30:00 AM,Tanque 1003,128400,36720,Therlet 4,26,OK
3180,9/26/2023 5:30:00 AM,Tanque 1001,142800,39600,Therlet 4,26,OK
3182,9/26/2023 6:30:00 AM,Tanque 1001,126600,27500,Therlet 4,23,OK
3185,9/26/2023 7:31:00 AM,Tanque 1002,151000,36140,Therlet 4,26,OK
3187,9/26/2023 8:30:00 AM,Tanque 1003,133400,35500,Therlet 4,25,OK
3189,9/26/2023 9:31:00 AM,Tanque 1003,122000,35600,Therlet 4,26,OK
3191,9/26/2023 10:34:00 AM,Tanque 1001,136000,34150,Therlet 4,26,OK
3193,9/26/2023 11:32:00 AM,Tanque 1001,114200,34200,Therlet 4,26,OK
3195,9/26/2023 12:30:00 PM,Tanque 1002,133300,34600,Therlet 4,24,OK
3197,9/26/2023 1:32:00 PM,Tanque 1002,132000,37600,Therlet 4,26,OK
3199,9/26/2023 2:35:00 PM,Tanque 1003,126000,37360,Therlet 4,27,OK
3201,9/26/2023 3:40:00 PM,Tanque 1001,127600,37280,Therlet 4,24,OK
3203,9/26/2023 4:37:00 PM,Tanque 1001,132400,40400,Therlet 4,23,OK
3205,9/26/2023 5:28:00 PM,Tanque 1002,137600,40720,Therlet 4,23,OK
3207,9/26/2023 6:38:00 PM,Tanque 1002,138000,40080,Therlet 4,26,OK
3209,9/26/2023 7:46:00 PM,Tanque 1003,137200,41040,Therlet 4,23,OK
3211,9/26/2023 8:38:00 PM,Tanque 1001,130000,38720,Therlet 4,23,OK
3213,9/26/2023 9:33:00 PM,Tanque 1002,133200,39920,Therlet 4,23,OK
3217,9/26/2023 11:30:00 PM,Tanque 1001,146000,41120,Therlet 4,24,OK
3220,9/27/2023 1:30:00 AM,Tanque 1002,144800,42960,Therlet 4,25,OK
3223,9/27/2023 3:50:00 AM,Tanque 1001,136000,39520,Therlet 4,23,OK
3225,9/27/2023 5:30:00 AM,Tanque 1003,139600,39200,Therlet 4,22,OK
3228,9/27/2023 8:30:00 AM,Tanque 1001,118800,36960,Therlet 4,27,OK
3230,9/27/2023 10:29:00 AM,Tanque 1001,132000,34050,Therlet 4,22,OK
3233,9/27/2023 12:29:00 PM,Tanque 1002,131780,37000,Therlet 4,25,OK
3238,9/27/2023 3:38:00 PM,Tanque 1001,126800,39280,Therlet 4,25,OK
3240,9/27/2023 4:42:00 PM,Tanque 1002,124800,38240,Therlet 4,23,OK
3242,9/27/2023 6:33:00 PM,Tanque 1001,137600,40800,Therlet 4,24,OK
3245,9/27/2023 8:35:00 PM,Tanque 1003,133200,41760,Therlet 4,23,OK
3248,9/27/2023 10:30:00 PM,Tanque 1002,123600,37040,Therlet 4,23,OK
3252,9/28/2023 12:30:00 AM,Tanque 1003,151200,44160,Therlet 4,25,OK
3284,9/28/2023 11:05:00 PM,Tanque 1003,124400,35840,Therlet 4,27,OK
3289,9/29/2023 1:48:00 AM,Tanque 1001,128400,44880,Therlet 4,23,OK
3293,9/29/2023 4:35:00 AM,Tanque 1003,135200,39360,Therlet 4,26,OK
3296,9/29/2023 6:30:00 AM,Tanque 1002,126600,32600,Therlet 4,25,OK
3298,9/29/2023 7:30:00 AM,Tanque 1003,132500,27700,Therlet 4,25,OK
3299,9/29/2023 8:29:00 AM,Tanque 1003,138700,39120,Therlet 4,26,OK
3304,9/29/2023 12:29:00 PM,Tanque 1003,139180,38000,Therlet 4,23,OK
3308,9/29/2023 2:46:00 PM,Tanque 1002,139600,41440,Therlet 4,23,OK
3315,9/29/2023 6:32:00 PM,Tanque 1002,146800,42720,Therlet 4,25,OK
3316,9/29/2023 7:39:00 PM,Tanque 1003,149200,44760,Therlet 4,23,OK
3319,9/29/2023 8:45:00 PM,Tanque 1001,141600,41920,Therlet 4,23,OK
3322,9/29/2023 10:30:00 PM,Tanque 1002,140000,40800,Therlet 4,23,OK
3323,9/29/2023 11:31:00 PM,Tanque 1003,133200,38400,Therlet 4,23,OK
3325,9/30/2023 12:30:00 AM,Tanque 1003,126800,37840,Therlet 4,23,OK
3326,9/30/2023 1:33:00 AM,Tanque 1001,136800,40400,Therlet 4,23,OK
3330,9/30/2023 3:30:00 AM,Tanque 1003,136800,40320,Therlet 4,27,OK
3337,9/30/2023 8:32:00 AM,Tanque 1001,142500,37000,Therlet 4,28,OK
3339,9/30/2023 9:30:00 AM,Tanque 1002,133600,35500,Therlet 4,24,OK
3342,9/30/2023 11:30:00 AM,Tanque 1003,133500,36600,Therlet 4,26,OK
3344,9/30/2023 1:30:00 PM,Tanque 1001,124560,33120,Therlet 4,23,OK
3346,9/30/2023 4:16:00 PM,Tanque 1002,128000,38640,Therlet 4,24,OK
3349,9/30/2023 8:54:00 PM,Tanque 1002,127600,37360,Therlet 4,25,OK
3352,9/30/2023 10:39:00 PM,Tanque 1003,123600,37760,Therlet 4,27,OK
3355,10/1/2023 12:28:00 AM,Tanque 1001,146400,41680,Therlet 4,24,OK
3368,10/1/2023 8:30:00 PM,Tanque 1003,127200,38880,Therlet 4,23,OK
3369,10/1/2023 9:30:00 PM,Tanque 1003,128000,37600,Therlet 4,23,OK
3370,10/1/2023 10:51:00 PM,Tanque 1001,134800,39360,Therlet 4,23,OK
3371,10/1/2023 11:40:00 PM,Tanque 1001,124800,37280,Therlet 4,22,OK
3372,10/2/2023 12:33:00 AM,Tanque 1001,132400,39040,Therlet 4,23,OK
3374,10/2/2023 1:39:00 AM,Tanque 1002,125200,37600,Therlet 4,23,OK
3375,10/2/2023 2:30:00 AM,Tanque 1002,150000,41840,Therlet 4,23,OK
3377,10/2/2023 4:27:00 AM,Tanque 1001,124400,38000,Therlet 4,24,OK
3380,10/2/2023 7:30:00 AM,Tanque 1002,133500,36700,Therlet 4,25,OK
3384,10/2/2023 10:30:00 AM,Tanque 1001,124400,30400,Therlet 4,24,OK
3388,10/2/2023 12:30:00 PM,Tanque 1002,136600,31200,Therlet 4,25,OK
3392,10/2/2023 4:36:00 PM,Tanque 1001,135200,36780,Therlet 4,24,OK
3396,10/2/2023 6:41:00 PM,Tanque 1001,124690,36890,Therlet 4,26,OK
3401,10/2/2023 9:33:00 PM,Tanque 1001,143600,40720,Therlet 4,25,OK
3402,10/2/2023 10:30:00 PM,Tanque 1002,152000,44000,Therlet 4,22,OK
3406,10/3/2023 12:30:00 AM,Tanque 1001,129200,39440,Therlet 4,23,OK
3409,10/3/2023 2:29:00 AM,Tanque 1003,130800,38640,Therlet 4,25,OK
3414,10/3/2023 5:31:00 AM,Tanque 1001,143200,41600,Therlet 4,24,OK
3419,10/3/2023 10:30:00 AM,Tanque 1001,133200,35500,Therlet 4,23,OK
3426,10/3/2023 1:30:00 PM,Tanque 1001,132400,36500,Therlet 4,24,OK
3430,10/3/2023 3:35:00 PM,Tanque 1003,144800,40240,Therlet 4,23,OK
3431,10/3/2023 4:35:00 PM,Tanque 1001,143600,40800,Therlet 4,23,OK
3432,10/3/2023 4:52:00 PM,Tanque 1001,152000,43680,Therlet 4,23,OK
3433,10/3/2023 5:30:00 PM,Tanque 1001,148000,42640,Therlet 4,23,OK
3434,10/3/2023 6:29:00 PM,Tanque 1001,151600,43200,Therlet 4,23,OK
3435,10/3/2023 7:32:00 PM,Tanque 1002,138800,40720,Therlet 4,23,OK
3438,10/3/2023 9:33:00 PM,Tanque 1003,135600,42000,Therlet 4,27,OK
3441,10/3/2023 11:30:00 PM,Tanque 1002,148400,42720,Therlet 4,24,OK
3443,10/4/2023 12:30:00 AM,Tanque 1003,150400,42880,Therlet 4,23,OK
3448,10/4/2023 2:30:00 AM,Tanque 1002,151200,44320,Therlet 4,24,OK
3452,10/4/2023 4:30:00 AM,Tanque 1002,150400,43120,Therlet 4,24,OK
3466,10/4/2023 1:30:00 PM,Tanque 1002,138420,39000,Therlet 4,24,OK
3468,10/4/2023 2:40:00 PM,Tanque 1003,145200,40960,Therlet 4,23,OK
3476,10/4/2023 6:35:00 PM,Tanque 1002,148400,41600,Therlet 4,24,OK
3478,10/4/2023 7:33:00 PM,Tanque 1003,151200,40400,Therlet 4,24,OK
3479,10/4/2023 8:28:00 PM,Tanque 1003,134900,40960,Therlet 4,25,OK
3480,10/4/2023 9:30:00 PM,Tanque 1001,144800,39920,Therlet 4,27,OK
3481,10/4/2023 10:30:00 PM,Tanque 1001,126000,44000,Therlet 4,21,OK
3483,10/5/2023 12:29:00 AM,Tanque 1002,152000,43120,Therlet 4,21,OK
3485,10/5/2023 2:30:00 AM,Tanque 1003,150000,45000,Therlet 4,20,OK
3488,10/5/2023 4:30:00 AM,Tanque 1001,137000,37000,Therlet 4,21,OK
3491,10/5/2023 6:35:00 AM,Tanque 1003,137400,38000,Therlet 4,22,OK
3493,10/5/2023 7:34:00 AM,Tanque 1003,136520,37600,Therlet 4,26,OK
3495,10/5/2023 8:36:00 AM,Tanque 1001,143000,39000,Therlet 4,22,OK
3497,10/5/2023 9:30:00 AM,Tanque 1001,134540,38600,Therlet 4,25,OK
3500,10/5/2023 3:36:00 PM,Tanque 1003,149200,43040,Therlet 4,23,OK
3504,10/5/2023 7:24:00 PM,Tanque 1003,146000,40800,Therlet 4,25,OK
3507,10/5/2023 9:30:00 PM,Tanque 1002,144800,40240,Therlet 4,23,OK
3513,10/5/2023 11:30:00 PM,Tanque 1002,140400,43680,Therlet 4,22,OK
3517,10/6/2023 1:30:00 AM,Tanque 1002,142800,41200,Therlet 4,23,OK
3521,10/6/2023 3:30:00 AM,Tanque 1001,152000,43040,Therlet 4,26,OK
3524,10/6/2023 5:30:00 AM,Tanque 1003,150000,40480,Therlet 4,25,OK
3529,10/6/2023 7:30:00 AM,Tanque 1002,145800,37500,Therlet 4,26,OK
3533,10/6/2023 9:42:00 AM,Tanque 1001,118700,39000,Therlet 4,23,OK
3537,10/6/2023 11:41:00 AM,Tanque 1003,137000,36000,Therlet 4,23,OK
3541,10/6/2023 1:30:00 PM,Tanque 1002,134600,34500,Therlet 4,26,OK
3544,10/6/2023 2:46:00 PM,Tanque 1003,141600,40640,Therlet 4,23,OK
3547,10/6/2023 4:37:00 PM,Tanque 1002,131600,36360,Therlet 4,23,OK
3551,10/6/2023 7:24:00 PM,Tanque 1003,142000,41040,Therlet 4,23,OK
3554,10/6/2023 9:27:00 PM,Tanque 1003,134000,39680,Therlet 4,26,OK
3560,10/7/2023 12:30:00 AM,Tanque 1001,140400,39920,Therlet 4,25,OK
3566,10/7/2023 3:59:00 AM,Tanque 1003,137200,38800,Therlet 4,29,OK
3570,10/7/2023 5:30:00 AM,Tanque 1002,142400,40000,Therlet 4,24,OK
3572,10/7/2023 6:30:00 AM,Tanque 1001,127700,24400,Therlet 4,24,OK
3576,10/7/2023 8:30:00 AM,Tanque 1001,131100,33600,Therlet 4,25,OK
3579,10/7/2023 11:30:00 AM,Tanque 1003,123300,27700,Therlet 4,24,OK
3586,10/7/2023 4:36:00 PM,Tanque 1001,146400,41760,Therlet 4,24,OK
3589,10/7/2023 8:34:00 PM,Tanque 1003,135600,37500,Therlet 4,24,OK
3594,10/7/2023 11:30:00 PM,Tanque 1003,159200,44600,Therlet 4,23,OK
3598,10/8/2023 1:30:00 AM,Tanque 1002,135600,40080,Therlet 4,23,OK
3600,10/8/2023 2:30:00 AM,Tanque 1003,136800,38480,Therlet 4,30,OK
3603,10/8/2023 4:30:00 AM,Tanque 1001,154400,41280,Therlet 4,27,OK
3608,10/8/2023 8:30:00 AM,Tanque 1003,126600,33500,Therlet 4,24,OK
3614,10/8/2023 12:30:00 PM,Tanque 1001,130500,32200,Therlet 4,23,OK
3616,10/8/2023 1:30:00 PM,Tanque 1001,132200,31500,Therlet 4,23,OK
3617,10/8/2023 2:47:00 PM,Tanque 1002,134800,40800,Therlet 4,26,OK
3619,10/8/2023 3:38:00 PM,Tanque 1003,136800,40960,Therlet 4,23,OK
3622,10/8/2023 5:36:00 PM,Tanque 1001,137600,39840,Therlet 4,25,OK
3624,10/8/2023 7:32:00 PM,Tanque 1002,151200,42560,Therlet 4,23,OK
3627,10/8/2023 9:37:00 PM,Tanque 1001,138800,41040,Therlet 4,23,OK
3630,10/8/2023 11:30:00 PM,Tanque 1002,150800,42400,Therlet 4,24,OK
3638,10/9/2023 2:30:00 AM,Tanque 1003,136000,39520,Therlet 4,24,OK
3645,10/9/2023 5:30:00 AM,Tanque 1001,128000,37200,Therlet 4,24,OK
3647,10/9/2023 7:30:00 AM,Tanque 1003,130200,27700,Therlet 4,23,OK
